userName,score,content,length,at,sentiment_label
Ozei candra,3,"mohon untuk keseimbangan lawan diperhatikan, kadang memdapat lawan dengan level rendah dan kadang mendapat lawan level tinggi. dan juga tambahkan fitur ""laporkan"" untuk pemain yang AFK di 2vs2",192,2020-09-01 18:19:31,neutral
BagusBoring Gondrong,1,Game ini... Terkadang tidak seimbang dengan lawan.nya Terkadang giliran lawan cepat proses pasukan.. Giliran saya di lamain proses pasukan.nya.. Kayak di sengaja servernya.. Pokok.nya gk imbang Di perbaiki lagi servernya.. Klo musuh nya sangat cepat.. Pasukan.nya...,266,2021-09-19 01:08:00,negative
Japra Kecil,5,Saya suka game ini.. banyak yang bilang kalau match making nya rusak.. ketemu yang beda level lebih tinggi itu menurut saya tantangan.. apalah sebuah game tanpa tantangan.. kita sebgai laki² lebih suka tantangan bukan?,218,2021-11-02 10:15:40,negative
Agung Wahyu Mubarokh,5,"Terima kasih, update terbarunya asik. Problem mengenai macet saat masuk toko teratasi dgn baik. Kartu baru makin mantap, balance antar kartu dan deck tidak ada yg Imba. Strategi dan skill pemain lebih utama dari pada hanya sekedar level kartu.",243,2020-08-31 23:01:58,positive
Muhammad Shaefulloh,1,"Untuk pemilihan lv tidak adil dan tidak sesuwai sama sekali, kadang saat memulai permainan lv 9 harus melawan lv 10 bahkan lv 12 tentu saja akan kalah dan perbedaan damage dan defense turret juga sangat berbeda jauh ,saya sangat kecewa sekali tolong diperbaiki lagi tentu sangat merugikan bagi yang baru memulai game apalagi dengan lv rendah melawan lv tinggi itu saat tidak adil!!!!!",384,2020-06-06 11:51:29,negative
Pengguna Google,2,Hey Supercel Kenapa pas main sering nemu musuh yg level nya ga imbang sih 'misal aku level 6 musuh bisa level 7 atau 8' jarang jarang nemu musuh yg level nya imbang tolong bantu lah maless kalah teruss kalo beda level jauh,222,2019-04-24 21:57:46,negative
Ambon Jawak,1,"Adoooh, masa saya level 6 lawannya banyak banget level tinggi, lv 13, 12,11,10. Minimal level musuhnya level 9. Payah banget, kesempatan menangnya cuman 10%. Tolonglah supercell, diperbaiki.",190,2020-11-29 10:10:36,negative
Pengguna Google,2,"sebenarnya game ini bagus, tapi kenapa pemain yang sering AFK tidak bisa di report. Dan kadang kita mendapat lawan yg tidak setara atau lebih tinggi levelnya. Tolong di perbaiki lagi, agar pemain2 AFK bisa di report dan lawan2 yg setara . makasih",246,2018-12-21 18:33:27,negative
Pengguna Google,3,tiap main tempur (mode push tropy) kenapa level kartu musuh lebih besar dan level benteng juga kadang ketemu level 12 level padahal level saya masih 10 di arena legendaris mohon untuk mencari musuhnya di perbaiki lagi biar imbang,229,2019-05-11 09:19:53,negative
MORIZ Channel,1,"Game nya seru tp kurang jelas.... dalam arti kita sedang seru war tiba"" keluar terus lalu malah minta masuk ke id supercel lalu malah dari awal lagi.... padahal udah level jauh jd males main lagi mending apus aja game nya",221,2021-01-27 12:20:50,negative
Pengguna Google,4,"menurut saya game sudah bagus,menarik dan seru. tetapi mengapa setiap masuk game nya lama dan pas battle sering terlambat masuk akhornya kalah dehh .....!!! tapo gapapa terus tingkatkan gamenya agar leboh baik kedepannya .. terutama pada gems nya terlalu susah dapetinya .... SEMOGA SUKSES",289,2019-04-17 16:15:17,negative
Susan Susandyana,2,"makin lama makin susah musuh nya gak setara sama level kita, sering banget ketemu musuh yang hero nya sudah max semua sedangkan gua masih level 10 jadi pengen uninstal aja, padahal udah trophy 5200.",198,2021-11-28 10:38:21,negative
Raka Raditya,4,"Kepada developer ini gamenya udah bagus tapi jaringannya kadanh ngelag pas di dalam pertarungan terus ini ada yg aneh,saya kan download lagi clash royale terus saya login tapi yg Anehny ketika saya udah login terus masuk ulang ke dalam gamenya malah keluar lagi saya udh coba itu di 2 hp saya tetep gk bisa,tolong di benerin bugnya😅😅😵",334,2024-03-29 21:18:07,negative
Ardi Sanjanu,1,game apa ini di awal aja seru tapi lama lama bikin gila setres aja ga ngotak ngasih lawan jauh di atas level saya kadang pas war itu sering banget Udah gitu update besar besaran terus saran saya buat kalian mending uninstall aja game ini menuh menuhin aja ini di hp udah kaya sampah harus di buang asli kecewa bgt saya supercel game ini ga ada kemajuan.,353,2025-04-21 12:30:50,negative
Figo Dwi Cahyo,3,"please lah ini game napa jadi pay to win gini, akudah coba main lagi msti di tropy atas kalah ma orang-orang yang cardnya level nya lebih tinggi & yang paling nyebelin kalah sama orang yang punya evo card sedangkan pemula gini gapunya evo card sama sekali,,, tolonglah dibuat lebih imbang",288,2025-04-10 19:06:28,negative
YP Amrullah,5,"gua udah comeback lagi dan udah main beberapa hari kebelakang, jujur udah mendingan. Dibandingkan dengan pas awal2 muncul card evolusi, perbedaannya jomplang banget. kek pay to win. Tapi sekarang udah lumayan seimbang, dan gua main terus",237,2025-05-12 13:13:27,positive
Imam Ghozali,1,ini game gak bisa apa buat sistem laporin player yang up normal. masak habis ngeluarin kartu harga 4 elixer belum ad sedetik udah ngeluarin 2kartu dengan harga 4 dan 5 bersamaan padahal belum 1mnt terakhir loh yang peningkatan 2x elixer.,237,2025-04-25 20:39:56,negative
Abudzar Ghifar,1,"game nya aneh bngt, sekarang jadi makin nggak seru. udh gitu p2w bngt lagi ni game capek bngt dah nggk kyk dlu, skrng dikasih lawan yang level2 15 semua sedang kan kalau ngeliat temen dia naik trs karena gampang lawannya?",221,2025-04-21 09:11:01,negative
Daniel RR,1,"Saya tidak menyangka, deck yang saya buat itu sangat ampuh, tetapi beberapakali saya menemukan musuh dengan eleksir cepat sampai spam hero... Dan itu sangat tidak masuk akal",173,2025-04-23 11:48:33,negative
Kenji Tabloo,2,ratingnya kurang pas untuk usia 7 tahun karena dapat membuat anak tempramen tolong diperbaiki untuk segi penilaian usia dan dikurangi soal top up-top upnya karna membuat permainan tidak seimbang.🙂,196,2025-04-17 16:36:48,negative
Naila Hamzah,5,"Gamenya sangat menyenangkan dan seru,bagi saya mudah saja melawan musuh level berbeda,caranya harus memiliki strategi atau make hero puss tower gitu.banyak banget player cupu",174,2025-05-31 05:12:18,positive
Syahrul Rizqi,3,"Untuk Performa game dan kesetaraan level player sudah cukup teratasi , sekarang masalahnya saat kita main 2vs2 dan temen kita afk itu tidak diberikan sanksi atau tindakan padahal itu sangat menjengkelkan dikarenakan saat kita berusaha defense temen kita malah afk",263,2025-05-27 12:48:06,negative
Tifah,1,"game ini semakin di update semakin rusak dari tadi saya bermain ketemu musuh level benteng nya beda jauh dengan saya, saya masih level 10 sedang kan musuh nya level 12, 13 udah game play to win ayo lah tolong di perbaikin capek main dari tadi di kasih musuh nya enggak ngotak seperti pembuat nya enggak ada otak nya",315,2025-04-11 08:31:15,negative
Nagi Seishiro,3,"tolong lah, yakali kaga di kasih hero legend, mana bisa menang lawan yg hero legend. buka peti di kasih uang trus, kartu ga di kasih, apa yang mau di upgrade???? logikanya dipake, ngasih uang tapi ga ngasih kartu, kalah level trus",230,2025-05-05 17:26:59,negative
Ramadan Ahmad Saleh,4,"Setelah beberapa lama vakum terus kembali bermain clash royale, mengapa thropy dan kartu yang saya peroleh seolah2 kembali ke awal dan belum pernah diperoleh, padahal terakhir thropy saya sekitar 6600? tolong jelaskan terimakasih",229,2025-05-26 22:54:56,negative
Damar Ars,2,"sulit untuk meraih kemenangangan!! karna disini saya selalu dipertemukan dengan lawan yang di atas level, entah apa masalahnya , atau memang sudah jarang pemain yang satu level dengan saya, yang pasti game ini sangat membingungkan buat saya 😌",242,2025-05-25 12:54:27,negative
Abdullahraya28 ID,3,"bro berpikir updatenya balance dawg💔🥀. season shop adalah fitur terbaik game ini dimana kita bisa dapet item unik sesuai keinginan, tapi malah dianggap buruk dan dihapus🤦. Kalau update juga tuh ngotak ya, apdet doang mentang-mentang pass royale gratis di buff malah hapus fitur yang dipuja-puja.",295,2025-05-30 17:28:22,negative
Pujiono Product,1,"tolong donh supercel buat belance pertandingan atau troops atau gak batasan damage setiap rank,supaya seimbang,jadi mengutamakan skill dan iq dalam bertanding,kalau udah di respon dan di perbaiki ku kasih 5",206,2025-06-01 19:18:26,positive
Haha Uij,1,"game yang paling gua benci , masa kalau menang dapat trofi 28 tapi kalau kalah kurang 31 dan rasanya exsklir musuh gak habis habis kayak ngecit dan selalu kalau mau naik arena pasti di kasih musuh ngecit",203,2025-05-30 19:20:44,negative
Haderah J5,2,"Supercell, tolong berikan beberapa fiture seperti pelaporan beberapa pemain yg merugikan pemain lain. Karena seringkali disaat kita sedang ikut turnamen dan itu turnamen untuk 2 orang (2vs2) pemain lain yg jadi teman kita itu banyak bnget yg merugikan. Contoh touchdown 2vs2 kan! Nah yang jadi partner kita itu malah gak ikut main kan rugi kitanya udah kesempatan ikut makin berkurang gak dapat apa apa lagi. Klo gini terus saya sendiri juga akan uninstal clash royale. Jadi please! Terima kasih",495,2020-05-15 16:52:08,negative
Pengguna Google,2,"Buat kalian yg pada ribut lawannya ga seimbang,level 6 ketemu level 10,brarti kalian belum paham cara dan strategi main game ini, Kadang memang ada yg sengaja dinlevel 10 itu menurunkan tropinya buat main dri level bawah,biasanya mencari peti atau kartu tertentu, atau memang yg level 10 itu karna mainnya noob jadi kalah mulu akhirnya tropinya abis dan turun arena,sehingga bisa bertemu dengan kalian yg level dibawahnya, begitu sii...",436,2020-03-04 16:46:04,negative
Pengguna Google,5,"Lumayan Juga sih,tapi Pas tandingnya lawan kadang tak setara dengan kita kadang jauh lebih tinggi dan kadang jauh lebih rendah kapanlah lawannya bisa setara,dan kartunya tolong ya! gua butuh satu kartu yg penting buat lawan malah gk ada tiba gk butuh tiba² ada. TAPI GAME INI SERU MAKANYA GUA KASIH BINTANG 5 KALAU BISA 1000 BINTANG SALUT GUA SAMA SUPERCEL",356,2019-11-27 20:13:48,positive
Maulana Ahmat Andriano,2,"Untuk developer, tolong dengarkan kami. Untuk matching arena, pastikan pasukan tidak lebih dari 2 level dibawah atau diatas kita. Sehingga menyebabkan ketimpangan kekuatan yang menurut saya sangat tidak adil. Sebagai contoh: pasukan saya level 11 dengan tower level 11 juga, namun saya sangat sering menemui lawan dengan pasukan level 14, hal ini sangat tidak logis dalam sebuah game. Tolong untuk diperbaiki, bukan hanya update event saja, sehingga menyebabkan game ini semakin buruk!!!",487,2024-08-19 03:00:46,negative
much yaqub,1,Game curang . Kalau sering menang pasti di llambatkan kecepatan elikser atau pergerakan kartu meskipun 0.0 detik tapi ttp aja berpengaruh . Atau musuh di kasih keuntungan . Masak peka bisa berjalan di atas sungai kan koyol. Game yg membodohi penggunahnya☕,255,2025-01-16 09:52:31,negative
Pengguna Google,1,"game bagus namun saya merasakan dan menyadarkan agar tidak bermain game ini, karena sudah teracuni dengan banyak akun yg menggunakan cheat, lebih baik jangan main, itu saran saya, tidak logis jika kartu yg membutuhkan elixir banyak langsung cepat keluar padahal itu sebelum waktu ekstra 2 elixir, uniinstal aja dari pada emosi",326,2018-12-24 23:21:30,negative
Ashkar_29,2,"Update ini semakin bagus,tapi tetap saja ""pelit""semakin update semakin sedikit dapat hadiah,biasanya kalo menang dapet mahkota dan peti..sekarang peti aja susah dapetnya pass royale ada 2 jadi hadiah freenya sedikit.dan saya juga kasian kepada pemain baru..mereka mendapatkan kartu yang lebih sulit di dapatkan.sebelumnya kartu sesuai tema di trofinya..sekarang malah di acak dan ada 1 arena yang hanya ada legendaris..lalu bagaimana di arena sebelumnya?tolong beri keadilan dalam game ini🙏🏻",491,2023-04-04 05:18:54,negative
Kerja Nyata Cell,1,"Game cacad/parah,sering Crash,Lag,Bug, Restart.WIFI,Data Tsel,XL,3,Indosat pada Lag, game LUCU.permainan musuh level tidak setara tidak sebanding dengan level yang rendah!! Game ini dimainkan secara robot.Sengaja sering logout jika akan menang dipertandingan sepertinya yang membuat game ini tdk mau kalah padahal signal & ping bagus.Dibuat seakan-akan kalah. Jangan mau suruh beli permata / peti royale dsb! Intinya game Clash Royale tidak bermutu, buat jengkel aja klu pas seru""nya main.Bad Game :D",500,2023-04-11 19:21:33,negative
Muntiana Ana,1,"Ngasi lawan yg setara lah, lawan gw dibatas terus, gw tau ini game pake logika mainnya tapi ngotak juga lah",107,2025-03-22 23:42:27,negative
Pengguna Google,1,kok saya sering dapatnya lawan yang levelnya tinggi ya padahal saya masih dibawah level tersebut ketika saya main sering dapat level tinggi mohon untuk developer temukan lawan lawan yang levelnya sama jangan yang masih dibawah harus lawan level yang diatas semoga bisa berkembang lagi itu saja saran saya terima kasih !!!!,322,2019-06-08 21:18:24,negative
Hanafi Nur,1,"pay to win e gak masuk akal, dah ga asik buat player yg dah lama vacum",70,2025-05-03 16:10:18,negative
Yo Boyz,1,"Saya suka main game ini, tapi boros banget kuota, saya main baru 1 jam tapi udah mau 1GB habis, parah ini masa lebih boros dari game battle ground yg Data nya sampe 2GB lebih, tolong pihak supercell di perbaikin lagi, bisa² peminat nya kurang, beli kuota gak murah!!",266,2020-11-27 23:47:48,negative
Muhammad Zikri,5,"This is good game, full strategi and amazing. Thanks supercell 😊 Untuk saran aja ni, mungkin nanti bisa di tambahkan waktu di homescreen kita, di arena yang kita tempati itu terlihat deck yang kita pakai hidup dan bergerak 3d, jadi mungkin lebih menarik. Terimakasih.",267,2023-01-15 15:32:14,positive
Putu Aditya,1,"Halo, saya mau protes! Jika anda memberi kami lawan itu harus adil! Jangan memberi kami lawan yang level pasukan kami tidak sesuai dengan level musuh, sehingga pertandingan menjadi berat sebelah! Jika bisa seimbang, contohnya rata-rata deck pasukan saya level 7, musuh pun begitu juga. Ini namanya permainan strategi buruk! Berat sebelah doang bisanya, sampah.",360,2021-04-09 16:11:39,negative
Muhammad Subhan,2,"Sungguh sangat tidak adil permainan ini, push trophy keseringan battle dengan musuh dengan card yang tidak setara berbeda 2-3 level. Tolong perbaiki sistem nya. Agar pemain merasa kalah taktik dengan menggunakan otak, bukan level card. Karna perbedaan level card sangat merugikan pemain.",287,2021-11-24 20:37:37,negative
Ahmad,4,"Pro : gamenya sangat seru, menantang, berpikir, dan melatih kesabaran serta grafik yang keren, wajib banget download sih, Kontra : lawan seringkali tidak seimbang, seringkali lawannya itu berasal dari arena legendaris sedangkan saya baru sampe 7, kadang ketemu lawan yang ternyata udah bener-bener op, suka force close, sinyal hilang tiba-tiba dan gak ada fitur report toxic player, Heheheha 😆",393,2022-03-30 18:39:50,negative
Mhd Rizki,1,"Game nya sudah bagus, event menarik dan diupdate terus dan mudah banget dapat gold dan legend card. Masalah nya bukan lawanya beda level, tapi card level lawan yang lebih tinggi daripada saya, kalau rata-rata saya punya card level 9-10, lawannya punya card 11-12, ini tentu unfair perbaiki lagi sistem battle 1v1 nya. Terima kasih",330,2022-06-02 19:04:51,positive
Endra Alfian,1,"game burik, kebanyakan ngelag padahal jaringan segala macem bagus loll",70,2025-04-19 12:11:52,negative
Pengguna Google,5,"Lihat para koment banyak yang (-) 1. Masalah sinyal : sy pakai wifi g pernah disconnect..kalau sinyal seluler okelah kadang terjadi (tp hal diatasi dengan close game kmudian masuk lagi baru connect lg tanpa hambatan) 2. Kalah menang merasa sudah diatur : emang terkadang decknya g adil, tp kalian harus punya strategi utk memenangkanya (deck g adil udah nyerah) 3. Level masih dibawah tp dpt musuh level 1x/2x lipat : semakin lo jago bermain maka tingkat kesulitan akan bertambah..",481,2020-02-12 23:41:44,negative
Muhammad Yasin,5,"Well gamenya bagus tpi sayangnya masih banyak yang bilang kalau gak fair dll pahadal menurut gua sih fair-fair aja nih game. Ini ya yang bilang nih game not fair, musuhny lebih tinggi tropsny lah, apa lah ini game strategi bro yang dimana walau level trops lu lebih rendah sama musuh asal lu bisa mikirin srategi yg pas buat lawan musuhny y masih bisa menang intiny jangan terfokus sama level tpi skill berpikir lu dalam menghadapi berbagai jenis musuh",452,2020-08-31 20:58:53,positive
08 I putu depha Candra kusuma,2,"Game udah bagus, tapi kasi lah musuh yang setara kalau main rank sama jalur legenda, dan juga isi fitur agar bisa bermain dengan teman saat bermain rank supaya tidak bosan push sendirian dan satu lagi buat musuh nya kalo ngeluarin kartu kok cepet banget dan kalo saya nunggu nya lama jadi tolong di perbaiki juga. itu aja buat developer supercell tolong di koreksi lagi game nya, terima kasih",392,2024-09-27 08:31:26,negative
Sulamiyah Poniman,5,"Saya ingin berterimakasih karena supercell sudah membuat game seseru ini Menurut saya ada sedikit kendala bagi saya yaitu permasalahan sinya , dan saya juga menyarankan ada nya sistem hapus chest ( setelah saya membaca komentar pemain lain ) saya setuju akan hal itu Dan 1 lagi Bagi yg merasa game ini tidak adil anda salah , game ini sudah sesuai menurut saya karna pemilihan musuh dipilih berdasarkan arena , bukan level raja ataupun kartu .",443,2020-07-17 13:06:11,positive
M Ridho Wahyu H,1,"Buruk sekali, mulai dari sinyal yang baik-baik saja tiba-tiba menghasilkan lag, sering bertemu dengan bot(hahaha kasian, udah kurang laku ya sekarang CR), ketemu lawan yang aneh dan tidak seimbang mulai dari Elixir lawan yang cepat(tidak seperti biasanya) dan level yang tidak seimbang Buruk sekali, saya menyarankan untuk kalian yang menginginkan permainan ini untuk tidak mendownload nya. Clash Royale, Clash Of Clans dan Devloper yang bernama SUPERCELL (untuk tidak di download semua gamenya).",496,2023-07-09 06:13:37,negative
DUTIYA DHIRO DIGHAYUKA,4,"Mungkin yang harus di perbaiki dari game ini sejajarkan level musuh dengan level kita, & jaringan bagus kadang"" ngeleg tolong di perbaiki, sisanya dari game ini bagus , dari pasukan, segi battle yang cepat, sangat seru di mainkan bersama teman, mantap",251,2023-02-16 12:43:08,positive
Fajar Saputra,1,"Matchmaking Game pay to win sistem gajelas, selalu dikasih musuh di atas level , Game pembodohan Tolol, Mending Uninstall aja kasih rating Paling RENDAH !!!",156,2025-03-09 17:37:47,negative
Raditya 15,4,"Game nya bagus enak di mainin nya, tapi tolong dong di perbaiki bug nya masa Tulisan PERTANDINGAN SELESAI nya gede bgt sampe penuh ke layar tolong di perkecil lagi ukuran huruf nya, game nya gak ngebosenin, mudah"" n di denger sama developer nya itu juga kalo game ini mau berkembang🙏",283,2020-07-02 10:58:12,positive
Faisal Fitri Andrianto,2,"Untuk pihak developer,tolonglah kalo match di event kasih lah lawan yg seimbang,masa iya saya arena 10 di kasih lawan penantang 2,dari pengalaman bermain aja udah beda jauh,gimana mau menang event kalo gini caranya. Agak kecewa di bagian itu aja,sisanya oke lah",261,2022-06-13 00:41:33,negative
Fadil Al,1,"Kenapa sering log out sendiri dah, padahal jaringan bagus",57,2025-05-24 02:09:52,negative
Muhammad Faisal Akbar,1,"Kecewa banget sekarang jadi p2w (pay to win). Gua main dari jaman 2017-2019 terus sekarang nyoba mo main lagi tapi malah udah banyak bgt berubah, mulai dari sistem unlock card yang makin susah, ada sistem evolusi card yang dimana susah banget buat player f2p, dan terakhir setau gua ada perubahan di towernya juga. Gua sebagai pemain f2p kecewa banget sih, ngerasa nih game sekarang cuma mentingin cuan doang. Terpaksa pindah game yang lebih fair aja deh.",455,2024-08-19 05:24:20,negative
Pengguna Google,1,Game ini tidak wajar terlalu banyak pemain yg menggunakan cheat aneh dikasih lawan bisa mengeluarkan pasukan yg elixir nya lebih dari 5 bisa sekaligus keluarin 3 pasukan bersamaan yg 5 elixir sekaligus. Dan dikasih lawan beda level antara level 11 vs level 13 secara terus menerus. Game apaan ini uninstall saja lah.,316,2019-11-22 19:44:13,negative
Gerry Aprilianto,3,"Untuk hadiah udah lumayan banyak, tapi untuk peti nya, nggak banyak variasi yang di dapet. Dulu pernah dapet super magic chess 2 atau 3x, sekarang bahkan udah 4 tahun mentok di peti epic. Dan itu pun jarang banget dpt nya. Padahal banyak peti lainnya yg bisa didapatkan. Terus untuk kartu max, kalau donasi harusnya dapat cashback juga lah seperti dulu, rare 50 gold, epic 500 gold, sesuai harga donasi. Itu buat apresiasi yg udah max level kartu nya.",451,2022-12-12 21:47:11,positive
Ngko Johan,3,"Sejauh ini secara gameplay cukup memuaskan, Tetapi mungkin ada bug untuk hp merk Realme C2? Karena hal ini cukup mengganggu permainan,force close adalah salah satu hal terparahnya, saya sudah mengikuti banyak saran dari dukungan Clash Royale, seperti mengosongkan memori, update game ke versi terbaru, bahkan meng-install ulang game, tapi force close masih terjadi, padahal spesifikasi hp saya cukup baik, sekian saja pesan yang ingin saya sampaikan, saya harap hal ini dapat diselesaikan secepatnya",499,2023-08-05 15:51:57,negative
19_Maulana Habibur Rahman,1,"Saya sudah main ini lama. Sekarang saya arena 16 dan kesusahan naik (losestreak terus) karena sistem matchmakingnya yang sangat tidak adil. Saya selalu dihadapkan dengan lawan yang levelnya jauh lebih tinggi (saat rata rata level kartu saya 11 selalu dapat musuh kartu level 14) kalo dikasih musuh yang level nya gak jauh beda, musuhnya merupakan musuh dengan deck counter deck saya. Mohon lebih adilkan sistem matchmaking clash royale. Ini game sudah game sepi masak mau mengurangi player lagi",494,2023-09-26 21:51:28,negative
Arizona Togas,1,Selalu bermasalah dengan jaringan bahkan menggunakan wifi. . . Tolong perbaiki itu...baca semua ulasan banyak yang mengatakan kalau bermasalah dengan jaringan..setidaknya supercell sudah bisa perbaiki itu . . . Server sucks,223,2021-01-10 19:28:25,negative
Iyan Ardiansyah,5,"Gua cuma memberi saran, untuk next update tolong animasi dan effect di perbagus, dan jika bisa tambahkan fitur fitur lain...... Seperti pengaturan grafik dan pertemanan, agar game ini bisa menjadi game starategy terbaik di play store melebihi game strategy lainnya",264,2020-10-19 17:44:38,positive
arga sera123,3,"Halo pihak developer terimakasih telah mengembangkan game ini , akan tetapi yang perlu untuk diperbaiki adalah sistem match nya , setiap main dan apalagi habis meng set DEK kartu pasti musuhnya kartunya lebih unggul sangat tidak masuk akal DEK kartu saya sudah bagus akan tetapi kartu musuh pasti tau aja setiap pergantian DEK kartu saya seakan² ini game sudah di atur lu menang atau kalahnya sudah di SET PENGATURAN ni game! . Tolong pihak developer supercel untuk memberi ADIL dalam game!! Thanks.",499,2024-07-17 19:47:41,negative
Dika Nurulalaika,3,"Pgn sedikit fitur tambahan,buat buka peti usahakan yg bisa dibuka bukan cuman satu saja,itu sangat² memperlambat pertumbuhan pemain,mhon ditambah lagi fiturnya,kalo nggak gtu,minimal adain fitur penghapusan peti.",212,2022-12-22 08:56:05,negative
Ahmad Ikhwan Saputro,5,"Halo supercell, saya player clash royale yang mengeluh atas permainan, karena mengapa jika sudah kalah, malah diberi musuh yang susah, ya.. tambah kalah, jadi mohon sistem nya di ubah agar tidak kalah secara terus menerus, boleh saja kita kalah sekali atau dua kali, tetapi jika sudah kalah berkali kali, tolong ganti musuh nya menjadi musuh yang mudah, supaya player menjadi senang kembali. ""TUJUAN BERMAIN GAME ADALAH MEMBUAT SENANG BUKAN MEMBUAT FRUSTASI"" Mungkin cukup sekian Terima kasih :)",495,2021-12-21 07:52:21,positive
Pengguna Google,5,"Selebihnya game nya bagus gak ngebosenin, tapi saya ada saran kepada supercell agar ketika log ini tidak terlalu lama, padahal jaringan stabil dan bagus tetapi ketika masuk kedalam game tidak stabil jaringannya, dan ketika match lebih imbang lagi sistemnya",256,2020-04-19 22:50:11,negative
I Komang Apriyatama Sukarma Putra,1,Game apaan ini..... Kok makin kesini lawan makin legend..... Gw lvl 10 semakin kegeser skrng sama level yang lebih besar gak imbang aja gtu..... Emang sih pake trophi.... Tapi bisa ga sih pemilihannya lebih spesifik ke level. Gw ga masalah ketemu level 13 tapi yg Maslaah.... Itu secara terus menerus Ampe skrng. Lalu trophi gw turun dari 5000 ke 4702. Ga terima dong..... Emang $HIT!,384,2020-09-20 19:05:58,negative
Pengguna Google,3,sangat membosankan memainkan nya sekarang... dimana sinyal harus stabil bgt... belum lagi dengan type permainan dan skema lawan yg kadang gak masuk akal... terutama saya tau banyak lawan yg saya hadapi bukan orang asli namun auto pilot.... jadi makin aneh dan membosankan... perlu explore lagi ya biar gak banyak yg beralih ke game2 seru terbaru.,346,2019-05-16 00:02:37,negative
TRB batang,2,"Kadang saya merasa seperti ada yg curang,, masa kesatria mega saya lvl 11 kalah sama lvl 10 , dan kartu2 lawan serangan nya lebih sakit dari punya saya, padahal level saya lebih tinggi...ini yg bikin males sie,, mungkin kedepanya saya mau uninstall saja kalo sering kayak gini,,,",279,2024-04-12 15:42:03,negative
Fadhil Muhammad,2,"Kembalikan lagi sistem login play games tanpa supercell, akun lama saya harus hilang karena belum saya loginkan saat vakum bermain. Sistem supercell account lumayan sangat mengganggu dengan sistem hanya login 1 jalur tanpa bisa login menggunakan play games lagi!!",263,2023-10-01 06:19:07,negative
Abdillah ANZ,1,"kenapa sih di beri musuh yang susah terus, tolong dong kebijkannya kalo ngasih lawan yang mudah/sepadan, kalo caranyagini gimana bisa menikmati?, tolong dong beri kemudahan",172,2025-03-10 15:28:14,negative
aris 151,5,"ini penjelasan saya untuk anda"" yang selalu berkomentar tentang musuh diatas levelnya .. level musuh itu untuk menguji seberapa kamu bisa menahan dan bertahan sikap uket dan sabar harus diuji .. tiada game sesulit itu tergantung anda sebagai player menentukan strategi yang kuat ... ini game sudah bagus dri dulu",312,2020-07-15 11:49:16,positive
Anggik Prastya,1,"Koneksi jaringan model apa yang kamu inginkan ha?kenapasih saat bermain selalu saja ada peringatan koneksi buruk,padahal jaringan sudah bagus perasan.itu mengganggu sekali dalam permainan,tolonglah diperbaiki.",209,2022-12-09 16:56:27,negative
Pengguna Google,4,"4 dulu soalnya lvl musuh kadang ga seimbang sama lvl kita....masa kita baru lvl 5 ktmu musuh lvl 7,8 kan jauh banget.... ok lah kalau trofinya sama, tp kadang trofi aja beda jauh banget😔 tolong di perbaiki lagi untuk pihak supercell",232,2019-04-15 22:22:55,negative
NOER_YOU,1,Gamenya d perbaruin tp udah kucoba up date 2 kali kok gak bisa. Trus masalah barter krtu masa harus pake token.kenapa gak buka pasar aja buat barter kartu tanpa harus pake token .itu terlalu ribet. Udah main 5 tahun masih ada aja bungnya.mohon lebih teliti lagi dev klo mau adakan up date,288,2022-12-12 20:14:06,negative
Achmad kurniawan,1,"Game apa ini, masa ketemu laman levelnya gal seimbang, tolong dong diperbaiki, saya sudah lama main clash royale tapi selalu saja begini,tidak pernah di perbaiki,tolong dicarikan lawan yang seimbang, jangan cuman harga gems aja yang dimahalin, kualitas juga harus ditingkatkan,ingat itu",286,2021-01-02 16:56:19,negative
Pengguna Google,1,"setiap mau masuk game pasti saya lag bngt sampe detiknya jalan cepet bngt,malah kadang saya baru masuk game tanpa saya liat 1 troops pun turun udh kalah karena lag itu padahal sinyal saya sudah bagus.lalu setiap ada musuh yg bawa troops dengan elixir besar(pekka,golem,lavahound,dll) saya slalu stuk selama beberapa detik yg tentunya itu sangat merugikan saya.sampai"" saya kehilangan hampir 1000 troopy hanya karna masalah stuk itu.jika tidak secepatnya diperbaiki saya akan uninstall...!!",489,2019-07-16 22:18:33,negative
Viola Unch,2,"Gamenya ada banyak masalah. Pertama yaitu, game yabg sering force close ( keluar sendiri ). Kedua, sering bertemu dengan musuh dengan level kartu yang tinggi, sehingga mustahil menggunakan strategi apapun. Ketiga, tidak dapat membatalkan pertempuran meski sudah menekan ""batal"" sebelum pertandingan dimulai. Sekian dari saya. Untuk pembaca (bukan developer): ""Tekan ulasan ini membantu di bawah 👇👇👇 agar dibaca developer. Terima kasih""",435,2020-11-06 21:38:04,negative
Pengguna Google,4,"Gameplay bagus, grafik bagus, tapi sayangnya aksi tidak non-stop karena buka peti yang terumum (Silver Chest) saja lumayan lama bagi pemain yang mau kartu-kartunya cepat berkembang tapi minim keluar uang dan tidak lancar donasi apa lagi free player. Saya sangat merasakan kekurangan gold dan itu membuat level kartu sangat tertinggal dari pemain yang pay-to-strong, tolong adakan acara Gold Rush 2 atau 3 kali per bulan. Jika sudah ditingkatkan akan saya kasih bintang terbanyak. Terima kasih seblmny.",501,2019-08-01 21:02:05,negative
